orderid,orderdate,delta
10318,1996-10-01 00:00:00.0,0
10318,1996-10-01 00:00:00.0,0
10319,1996-10-02 00:00:00.0,0
10319,1996-10-02 00:00:00.0,0
10319,1996-10-02 00:00:00.0,0
10320,1996-10-03 00:00:00.0,0
10320,1996-10-03 00:00:00.0,0
10320,1996-10-03 00:00:00.0,0
10321,1996-10-03 00:00:00.0,0
10321,1996-10-03 00:00:00.0,0
10321,1996-10-03 00:00:00.0,0
10321,1996-10-03 00:00:00.0,0
10322,1996-10-04 00:00:00.0,0
10322,1996-10-04 00:00:00.0,0
10322,1996-10-04 00:00:00.0,0
10323,1996-10-07 00:00:00.0,0
10323,1996-10-07 00:00:00.0,0
10323,1996-10-07 00:00:00.0,0
10324,1996-10-08 00:00:00.0,0
10324,1996-10-08 00:00:00.0,0
10324,1996-10-08 00:00:00.0,0
10325,1996-10-09 00:00:00.0,0
10325,1996-10-09 00:00:00.0,0
10325,1996-10-09 00:00:00.0,0
10326,1996-10-10 00:00:00.0,0
10326,1996-10-10 00:00:00.0,0
10326,1996-10-10 00:00:00.0,0
10327,1996-10-11 00:00:00.0,0
10327,1996-10-11 00:00:00.0,0
10327,1996-10-11 00:00:00.0,0
10328,1996-10-14 00:00:00.0,0
10328,1996-10-14 00:00:00.0,0
10328,1996-10-14 00:00:00.0,0
10329,1996-10-15 00:00:00.0,0
10329,1996-10-15 00:00:00.0,0
10329,1996-10-15 00:00:00.0,0
10330,1996-10-16 00:00:00.0,0
10330,1996-10-16 00:00:00.0,0
10330,1996-10-16 00:00:00.0,0
10331,1996-10-16 00:00:00.0,0
10331,1996-10-16 00:00:00.0,0
10331,1996-10-16 00:00:00.0,0
10331,1996-10-16 00:00:00.0,0
10332,1996-10-17 00:00:00.0,0
10332,1996-10-17 00:00:00.0,0
10332,1996-10-17 00:00:00.0,0
10333,1996-10-18 00:00:00.0,0
10333,1996-10-18 00:00:00.0,0
10333,1996-10-18 00:00:00.0,0
10334,1996-10-21 00:00:00.0,0
10334,1996-10-21 00:00:00.0,0
10334,1996-10-21 00:00:00.0,0
10335,1996-10-22 00:00:00.0,0
10335,1996-10-22 00:00:00.0,0
10335,1996-10-22 00:00:00.0,0
10336,1996-10-23 00:00:00.0,0
10336,1996-10-23 00:00:00.0,0
10336,1996-10-23 00:00:00.0,0
10337,1996-10-24 00:00:00.0,0
10337,1996-10-24 00:00:00.0,0
10337,1996-10-24 00:00:00.0,0
10338,1996-10-25 00:00:00.0,0
10338,1996-10-25 00:00:00.0,0
10338,1996-10-25 00:00:00.0,0
10339,1996-10-28 00:00:00.0,0
10339,1996-10-28 00:00:00.0,0
10339,1996-10-28 00:00:00.0,0
10340,1996-10-29 00:00:00.0,0
10340,1996-10-29 00:00:00.0,0
10340,1996-10-29 00:00:00.0,0
10341,1996-10-29 00:00:00.0,0
10341,1996-10-29 00:00:00.0,0
10341,1996-10-29 00:00:00.0,0
10341,1996-10-29 00:00:00.0,0
10342,1996-10-30 00:00:00.0,0
10342,1996-10-30 00:00:00.0,0
10342,1996-10-30 00:00:00.0,0
10343,1996-10-31 00:00:00.0,0
10343,1996-10-31 00:00:00.0,0
10343,1996-10-31 00:00:00.0,0
10344,1996-11-01 00:00:00.0,0
10344,1996-11-01 00:00:00.0,0
10344,1996-11-01 00:00:00.0,0
10345,1996-11-04 00:00:00.0,0
10345,1996-11-04 00:00:00.0,0
10345,1996-11-04 00:00:00.0,0
10346,1996-11-05 00:00:00.0,0
10346,1996-11-05 00:00:00.0,0
10346,1996-11-05 00:00:00.0,0
10347,1996-11-06 00:00:00.0,0
10347,1996-11-06 00:00:00.0,0
10347,1996-11-06 00:00:00.0,0
10348,1996-11-07 00:00:00.0,0
10348,1996-11-07 00:00:00.0,0
10348,1996-11-07 00:00:00.0,0
10349,1996-11-08 00:00:00.0,0
10349,1996-11-08 00:00:00.0,0
10349,1996-11-08 00:00:00.0,0
10350,1996-11-11 00:00:00.0,0
10350,1996-11-11 00:00:00.0,0
10350,1996-11-11 00:00:00.0,0
10351,1996-11-11 00:00:00.0,0
10351,1996-11-11 00:00:00.0,0
10351,1996-11-11 00:00:00.0,0
10351,1996-11-11 00:00:00.0,0
10352,1996-11-12 00:00:00.0,0
10352,1996-11-12 00:00:00.0,0
10352,1996-11-12 00:00:00.0,0
10353,1996-11-13 00:00:00.0,0
10353,1996-11-13 00:00:00.0,0
10353,1996-11-13 00:00:00.0,0
10354,1996-11-14 00:00:00.0,0
10354,1996-11-14 00:00:00.0,0
10354,1996-11-14 00:00:00.0,0
10355,1996-11-15 00:00:00.0,0
10355,1996-11-15 00:00:00.0,0
10355,1996-11-15 00:00:00.0,0
10356,1996-11-18 00:00:00.0,0
10356,1996-11-18 00:00:00.0,0
10356,1996-11-18 00:00:00.0,0
10357,1996-11-19 00:00:00.0,0
10357,1996-11-19 00:00:00.0,0
10357,1996-11-19 00:00:00.0,0
10358,1996-11-20 00:00:00.0,0
10358,1996-11-20 00:00:00.0,0
10358,1996-11-20 00:00:00.0,0
10359,1996-11-21 00:00:00.0,0
10359,1996-11-21 00:00:00.0,0
10359,1996-11-21 00:00:00.0,0
10360,1996-11-22 00:00:00.0,0
10360,1996-11-22 00:00:00.0,0
10360,1996-11-22 00:00:00.0,0
10361,1996-11-22 00:00:00.0,0
10361,1996-11-22 00:00:00.0,0
10361,1996-11-22 00:00:00.0,0
10361,1996-11-22 00:00:00.0,0
10362,1996-11-25 00:00:00.0,0
10362,1996-11-25 00:00:00.0,0
10362,1996-11-25 00:00:00.0,0
10363,1996-11-26 00:00:00.0,0
10363,1996-11-26 00:00:00.0,0
10363,1996-11-26 00:00:00.0,0
10364,1996-11-26 00:00:00.0,0
10364,1996-11-26 00:00:00.0,0
10364,1996-11-26 00:00:00.0,0
10364,1996-11-26 00:00:00.0,0
10365,1996-11-27 00:00:00.0,0
10365,1996-11-27 00:00:00.0,0
10365,1996-11-27 00:00:00.0,0
10366,1996-11-28 00:00:00.0,0
10366,1996-11-28 00:00:00.0,0
10366,1996-11-28 00:00:00.0,0
10367,1996-11-28 00:00:00.0,0
10367,1996-11-28 00:00:00.0,0
10367,1996-11-28 00:00:00.0,0
10367,1996-11-28 00:00:00.0,0
10368,1996-11-29 00:00:00.0,0
10368,1996-11-29 00:00:00.0,0
10368,1996-11-29 00:00:00.0,0
10369,1996-12-02 00:00:00.0,0
10369,1996-12-02 00:00:00.0,0
10369,1996-12-02 00:00:00.0,0
10370,1996-12-03 00:00:00.0,0
10370,1996-12-03 00:00:00.0,0
10370,1996-12-03 00:00:00.0,0
10371,1996-12-03 00:00:00.0,0
10371,1996-12-03 00:00:00.0,0
10371,1996-12-03 00:00:00.0,0
10371,1996-12-03 00:00:00.0,0
10372,1996-12-04 00:00:00.0,0
10372,1996-12-04 00:00:00.0,0
10372,1996-12-04 00:00:00.0,0
10373,1996-12-05 00:00:00.0,0
10373,1996-12-05 00:00:00.0,0
10373,1996-12-05 00:00:00.0,0
10374,1996-12-05 00:00:00.0,0
10374,1996-12-05 00:00:00.0,0
10374,1996-12-05 00:00:00.0,0
10374,1996-12-05 00:00:00.0,0
10375,1996-12-06 00:00:00.0,0
10375,1996-12-06 00:00:00.0,0
10375,1996-12-06 00:00:00.0,0
10376,1996-12-09 00:00:00.0,0
10376,1996-12-09 00:00:00.0,0
10376,1996-12-09 00:00:00.0,0
10377,1996-12-09 00:00:00.0,0
10377,1996-12-09 00:00:00.0,0
10377,1996-12-09 00:00:00.0,0
10377,1996-12-09 00:00:00.0,0
10378,1996-12-10 00:00:00.0,0
10378,1996-12-10 00:00:00.0,0
10378,1996-12-10 00:00:00.0,0
10379,1996-12-11 00:00:00.0,0
10379,1996-12-11 00:00:00.0,0
10379,1996-12-11 00:00:00.0,0
10380,1996-12-12 00:00:00.0,0
10380,1996-12-12 00:00:00.0,0
10380,1996-12-12 00:00:00.0,0
10381,1996-12-12 00:00:00.0,0
10381,1996-12-12 00:00:00.0,0
10381,1996-12-12 00:00:00.0,0
10381,1996-12-12 00:00:00.0,0
10382,1996-12-13 00:00:00.0,0
10382,1996-12-13 00:00:00.0,0
10382,1996-12-13 00:00:00.0,0
10383,1996-12-16 00:00:00.0,0
10383,1996-12-16 00:00:00.0,0
10383,1996-12-16 00:00:00.0,0
10384,1996-12-16 00:00:00.0,0
10384,1996-12-16 00:00:00.0,0
10384,1996-12-16 00:00:00.0,0
10384,1996-12-16 00:00:00.0,0
10385,1996-12-17 00:00:00.0,0
10385,1996-12-17 00:00:00.0,0
10385,1996-12-17 00:00:00.0,0
10386,1996-12-18 00:00:00.0,0
10386,1996-12-18 00:00:00.0,0
10386,1996-12-18 00:00:00.0,0
10387,1996-12-18 00:00:00.0,0
10387,1996-12-18 00:00:00.0,0
10387,1996-12-18 00:00:00.0,0
10387,1996-12-18 00:00:00.0,0
10388,1996-12-19 00:00:00.0,0
10388,1996-12-19 00:00:00.0,0
10388,1996-12-19 00:00:00.0,0
10389,1996-12-20 00:00:00.0,0
10389,1996-12-20 00:00:00.0,0
10389,1996-12-20 00:00:00.0,0
10390,1996-12-23 00:00:00.0,0
10390,1996-12-23 00:00:00.0,0
10390,1996-12-23 00:00:00.0,0
10391,1996-12-23 00:00:00.0,0
10391,1996-12-23 00:00:00.0,0
10391,1996-12-23 00:00:00.0,0
10391,1996-12-23 00:00:00.0,0
10392,1996-12-24 00:00:00.0,0
10392,1996-12-24 00:00:00.0,0
10392,1996-12-24 00:00:00.0,0
10393,1996-12-25 00:00:00.0,0
10393,1996-12-25 00:00:00.0,0
10393,1996-12-25 00:00:00.0,0
10394,1996-12-25 00:00:00.0,0
10394,1996-12-25 00:00:00.0,0
10394,1996-12-25 00:00:00.0,0
10394,1996-12-25 00:00:00.0,0
10395,1996-12-26 00:00:00.0,0
10395,1996-12-26 00:00:00.0,0
10395,1996-12-26 00:00:00.0,0
10396,1996-12-27 00:00:00.0,0
10396,1996-12-27 00:00:00.0,0
10396,1996-12-27 00:00:00.0,0
10397,1996-12-27 00:00:00.0,0
10397,1996-12-27 00:00:00.0,0
10397,1996-12-27 00:00:00.0,0
10397,1996-12-27 00:00:00.0,0
10398,1996-12-30 00:00:00.0,0
10398,1996-12-30 00:00:00.0,0
10398,1996-12-30 00:00:00.0,0
10399,1996-12-31 00:00:00.0,0
10399,1996-12-31 00:00:00.0,0
10399,1996-12-31 00:00:00.0,0
10400,1997-01-01 00:00:00.0,0
10400,1997-01-01 00:00:00.0,0
10400,1997-01-01 00:00:00.0,0
10401,1997-01-01 00:00:00.0,0
10401,1997-01-01 00:00:00.0,0
10401,1997-01-01 00:00:00.0,0
10401,1997-01-01 00:00:00.0,0
10402,1997-01-02 00:00:00.0,0
10402,1997-01-02 00:00:00.0,0
10402,1997-01-02 00:00:00.0,0
10403,1997-01-03 00:00:00.0,0
10403,1997-01-03 00:00:00.0,0
10403,1997-01-03 00:00:00.0,0
10404,1997-01-03 00:00:00.0,0
10404,1997-01-03 00:00:00.0,0
10404,1997-01-03 00:00:00.0,0
10404,1997-01-03 00:00:00.0,0
10405,1997-01-06 00:00:00.0,0
10405,1997-01-06 00:00:00.0,0
10405,1997-01-06 00:00:00.0,0
10406,1997-01-07 00:00:00.0,0
10406,1997-01-07 00:00:00.0,0
10406,1997-01-07 00:00:00.0,0
10407,1997-01-07 00:00:00.0,0
10407,1997-01-07 00:00:00.0,0
10407,1997-01-07 00:00:00.0,0
10407,1997-01-07 00:00:00.0,0
10408,1997-01-08 00:00:00.0,0
10408,1997-01-08 00:00:00.0,0
10408,1997-01-08 00:00:00.0,0
10409,1997-01-09 00:00:00.0,0
10409,1997-01-09 00:00:00.0,0
10409,1997-01-09 00:00:00.0,0
10410,1997-01-10 00:00:00.0,0
10410,1997-01-10 00:00:00.0,0
10410,1997-01-10 00:00:00.0,0
10411,1997-01-10 00:00:00.0,0
10411,1997-01-10 00:00:00.0,0
10411,1997-01-10 00:00:00.0,0
10411,1997-01-10 00:00:00.0,0
10412,1997-01-13 00:00:00.0,0
10412,1997-01-13 00:00:00.0,0
10412,1997-01-13 00:00:00.0,0
10413,1997-01-14 00:00:00.0,0
10413,1997-01-14 00:00:00.0,0
10413,1997-01-14 00:00:00.0,0
10414,1997-01-14 00:00:00.0,0
10414,1997-01-14 00:00:00.0,0
10414,1997-01-14 00:00:00.0,0
10414,1997-01-14 00:00:00.0,0
10415,1997-01-15 00:00:00.0,0
10415,1997-01-15 00:00:00.0,0
10415,1997-01-15 00:00:00.0,0
10416,1997-01-16 00:00:00.0,0
10416,1997-01-16 00:00:00.0,0
10416,1997-01-16 00:00:00.0,0
10417,1997-01-16 00:00:00.0,0
10417,1997-01-16 00:00:00.0,0
10417,1997-01-16 00:00:00.0,0
10417,1997-01-16 00:00:00.0,0
10418,1997-01-17 00:00:00.0,0
10418,1997-01-17 00:00:00.0,0
10418,1997-01-17 00:00:00.0,0
10419,1997-01-20 00:00:00.0,0
10419,1997-01-20 00:00:00.0,0
10419,1997-01-20 00:00:00.0,0
10420,1997-01-21 00:00:00.0,0
10420,1997-01-21 00:00:00.0,0
10420,1997-01-21 00:00:00.0,0
10421,1997-01-21 00:00:00.0,0
10421,1997-01-21 00:00:00.0,0
10421,1997-01-21 00:00:00.0,0
10421,1997-01-21 00:00:00.0,0
10422,1997-01-22 00:00:00.0,0
10422,1997-01-22 00:00:00.0,0
10422,1997-01-22 00:00:00.0,0
10423,1997-01-23 00:00:00.0,0
10423,1997-01-23 00:00:00.0,0
10423,1997-01-23 00:00:00.0,0
10424,1997-01-23 00:00:00.0,0
10424,1997-01-23 00:00:00.0,0
10424,1997-01-23 00:00:00.0,0
10424,1997-01-23 00:00:00.0,0
10425,1997-01-24 00:00:00.0,0
10425,1997-01-24 00:00:00.0,0
10425,1997-01-24 00:00:00.0,0
10426,1997-01-27 00:00:00.0,0
10426,1997-01-27 00:00:00.0,0
10426,1997-01-27 00:00:00.0,0
10427,1997-01-27 00:00:00.0,0
10427,1997-01-27 00:00:00.0,0
10427,1997-01-27 00:00:00.0,0
10427,1997-01-27 00:00:00.0,0
10428,1997-01-28 00:00:00.0,0
10428,1997-01-28 00:00:00.0,0
10428,1997-01-28 00:00:00.0,0
10429,1997-01-29 00:00:00.0,0
10429,1997-01-29 00:00:00.0,0
10429,1997-01-29 00:00:00.0,0
10430,1997-01-30 00:00:00.0,0
10430,1997-01-30 00:00:00.0,0
10430,1997-01-30 00:00:00.0,0
10431,1997-01-30 00:00:00.0,0
10431,1997-01-30 00:00:00.0,0
10431,1997-01-30 00:00:00.0,0
10431,1997-01-30 00:00:00.0,0
10432,1997-01-31 00:00:00.0,0
10432,1997-01-31 00:00:00.0,0
10432,1997-01-31 00:00:00.0,0
10433,1997-02-03 00:00:00.0,0
10433,1997-02-03 00:00:00.0,0
10433,1997-02-03 00:00:00.0,0
10434,1997-02-03 00:00:00.0,0
10434,1997-02-03 00:00:00.0,0
10434,1997-02-03 00:00:00.0,0
10434,1997-02-03 00:00:00.0,0
10435,1997-02-04 00:00:00.0,0
10435,1997-02-04 00:00:00.0,0
10435,1997-02-04 00:00:00.0,0
10436,1997-02-05 00:00:00.0,0
10436,1997-02-05 00:00:00.0,0
10436,1997-02-05 00:00:00.0,0
10437,1997-02-05 00:00:00.0,0
10437,1997-02-05 00:00:00.0,0
10437,1997-02-05 00:00:00.0,0
10437,1997-02-05 00:00:00.0,0
10438,1997-02-06 00:00:00.0,0
10438,1997-02-06 00:00:00.0,0
10438,1997-02-06 00:00:00.0,0
10439,1997-02-07 00:00:00.0,0
10439,1997-02-07 00:00:00.0,0
10439,1997-02-07 00:00:00.0,0
10440,1997-02-10 00:00:00.0,0
10440,1997-02-10 00:00:00.0,0
10440,1997-02-10 00:00:00.0,0
10441,1997-02-10 00:00:00.0,0
10441,1997-02-10 00:00:00.0,0
10441,1997-02-10 00:00:00.0,0
10441,1997-02-10 00:00:00.0,0
10442,1997-02-11 00:00:00.0,0
10442,1997-02-11 00:00:00.0,0
10442,1997-02-11 00:00:00.0,0
10443,1997-02-12 00:00:00.0,0
10443,1997-02-12 00:00:00.0,0
10443,1997-02-12 00:00:00.0,0
10444,1997-02-12 00:00:00.0,0
10444,1997-02-12 00:00:00.0,0
10444,1997-02-12 00:00:00.0,0
10444,1997-02-12 00:00:00.0,0
10445,1997-02-13 00:00:00.0,0
10445,1997-02-13 00:00:00.0,0
10445,1997-02-13 00:00:00.0,0
10446,1997-02-14 00:00:00.0,0
10446,1997-02-14 00:00:00.0,0
10446,1997-02-14 00:00:00.0,0
10447,1997-02-14 00:00:00.0,0
10447,1997-02-14 00:00:00.0,0
10447,1997-02-14 00:00:00.0,0
10447,1997-02-14 00:00:00.0,0
10448,1997-02-17 00:00:00.0,0
10448,1997-02-17 00:00:00.0,0
10448,1997-02-17 00:00:00.0,0
10449,1997-02-18 00:00:00.0,0
10449,1997-02-18 00:00:00.0,0
10449,1997-02-18 00:00:00.0,0
10450,1997-02-19 00:00:00.0,0
10450,1997-02-19 00:00:00.0,0
10450,1997-02-19 00:00:00.0,0
10451,1997-02-19 00:00:00.0,0
10451,1997-02-19 00:00:00.0,0
10451,1997-02-19 00:00:00.0,0
10451,1997-02-19 00:00:00.0,0
10452,1997-02-20 00:00:00.0,0
10452,1997-02-20 00:00:00.0,0
10452,1997-02-20 00:00:00.0,0
10453,1997-02-21 00:00:00.0,0
10453,1997-02-21 00:00:00.0,0
10453,1997-02-21 00:00:00.0,0
10454,1997-02-21 00:00:00.0,0
10454,1997-02-21 00:00:00.0,0
10454,1997-02-21 00:00:00.0,0
10454,1997-02-21 00:00:00.0,0
10455,1997-02-24 00:00:00.0,0
10455,1997-02-24 00:00:00.0,0
10455,1997-02-24 00:00:00.0,0
10456,1997-02-25 00:00:00.0,0
10456,1997-02-25 00:00:00.0,0
10456,1997-02-25 00:00:00.0,0
10457,1997-02-25 00:00:00.0,0
10457,1997-02-25 00:00:00.0,0
10457,1997-02-25 00:00:00.0,0
10457,1997-02-25 00:00:00.0,0
10458,1997-02-26 00:00:00.0,0
10458,1997-02-26 00:00:00.0,0
10458,1997-02-26 00:00:00.0,0
10459,1997-02-27 00:00:00.0,0
10459,1997-02-27 00:00:00.0,0
10459,1997-02-27 00:00:00.0,0
10460,1997-02-28 00:00:00.0,0
10460,1997-02-28 00:00:00.0,0
10460,1997-02-28 00:00:00.0,0
10461,1997-02-28 00:00:00.0,0
10461,1997-02-28 00:00:00.0,0
10461,1997-02-28 00:00:00.0,0
10461,1997-02-28 00:00:00.0,0
10462,1997-03-03 00:00:00.0,0
10462,1997-03-03 00:00:00.0,0
10462,1997-03-03 00:00:00.0,0
10463,1997-03-04 00:00:00.0,0
10463,1997-03-04 00:00:00.0,0
10463,1997-03-04 00:00:00.0,0
10464,1997-03-04 00:00:00.0,0
10464,1997-03-04 00:00:00.0,0
10464,1997-03-04 00:00:00.0,0
10464,1997-03-04 00:00:00.0,0
10465,1997-03-05 00:00:00.0,0
10465,1997-03-05 00:00:00.0,0
10465,1997-03-05 00:00:00.0,0
10466,1997-03-06 00:00:00.0,0
10466,1997-03-06 00:00:00.0,0
10466,1997-03-06 00:00:00.0,0
10467,1997-03-06 00:00:00.0,0
10467,1997-03-06 00:00:00.0,0
10467,1997-03-06 00:00:00.0,0
10467,1997-03-06 00:00:00.0,0
10468,1997-03-07 00:00:00.0,0
10468,1997-03-07 00:00:00.0,0
10468,1997-03-07 00:00:00.0,0
10469,1997-03-10 00:00:00.0,0
10469,1997-03-10 00:00:00.0,0
10469,1997-03-10 00:00:00.0,0
10470,1997-03-11 00:00:00.0,0
10470,1997-03-11 00:00:00.0,0
10470,1997-03-11 00:00:00.0,0
10471,1997-03-11 00:00:00.0,0
10471,1997-03-11 00:00:00.0,0
10471,1997-03-11 00:00:00.0,0
10471,1997-03-11 00:00:00.0,0
10472,1997-03-12 00:00:00.0,0
10472,1997-03-12 00:00:00.0,0
10472,1997-03-12 00:00:00.0,0
10473,1997-03-13 00:00:00.0,0
10473,1997-03-13 00:00:00.0,0
10473,1997-03-13 00:00:00.0,0
10474,1997-03-13 00:00:00.0,0
10474,1997-03-13 00:00:00.0,0
10474,1997-03-13 00:00:00.0,0
10474,1997-03-13 00:00:00.0,0
10475,1997-03-14 00:00:00.0,0
10475,1997-03-14 00:00:00.0,0
10475,1997-03-14 00:00:00.0,0
10476,1997-03-17 00:00:00.0,0
10476,1997-03-17 00:00:00.0,0
10476,1997-03-17 00:00:00.0,0
10477,1997-03-17 00:00:00.0,0
10477,1997-03-17 00:00:00.0,0
10477,1997-03-17 00:00:00.0,0
10477,1997-03-17 00:00:00.0,0
10478,1997-03-18 00:00:00.0,0
10478,1997-03-18 00:00:00.0,0
10478,1997-03-18 00:00:00.0,0
10479,1997-03-19 00:00:00.0,0
10479,1997-03-19 00:00:00.0,0
10479,1997-03-19 00:00:00.0,0
10480,1997-03-20 00:00:00.0,0
10480,1997-03-20 00:00:00.0,0
10480,1997-03-20 00:00:00.0,0
10481,1997-03-20 00:00:00.0,0
10481,1997-03-20 00:00:00.0,0
10481,1997-03-20 00:00:00.0,0
10481,1997-03-20 00:00:00.0,0
10482,1997-03-21 00:00:00.0,0
10482,1997-03-21 00:00:00.0,0
10482,1997-03-21 00:00:00.0,0
10483,1997-03-24 00:00:00.0,0
10483,1997-03-24 00:00:00.0,0
10483,1997-03-24 00:00:00.0,0
10484,1997-03-24 00:00:00.0,0
10484,1997-03-24 00:00:00.0,0
10484,1997-03-24 00:00:00.0,0
10484,1997-03-24 00:00:00.0,0
10485,1997-03-25 00:00:00.0,0
10485,1997-03-25 00:00:00.0,0
10485,1997-03-25 00:00:00.0,0
10486,1997-03-26 00:00:00.0,0
10486,1997-03-26 00:00:00.0,0
10486,1997-03-26 00:00:00.0,0
10487,1997-03-26 00:00:00.0,0
10487,1997-03-26 00:00:00.0,0
10487,1997-03-26 00:00:00.0,0
10487,1997-03-26 00:00:00.0,0
10488,1997-03-27 00:00:00.0,0
10488,1997-03-27 00:00:00.0,0
10488,1997-03-27 00:00:00.0,0
10489,1997-03-28 00:00:00.0,0
10489,1997-03-28 00:00:00.0,0
10489,1997-03-28 00:00:00.0,0
10490,1997-03-31 00:00:00.0,0
10490,1997-03-31 00:00:00.0,0
10490,1997-03-31 00:00:00.0,0
10491,1997-03-31 00:00:00.0,0
10491,1997-03-31 00:00:00.0,0
10491,1997-03-31 00:00:00.0,0
10491,1997-03-31 00:00:00.0,0
10492,1997-04-01 00:00:00.0,0
10492,1997-04-01 00:00:00.0,0
10492,1997-04-01 00:00:00.0,0
10493,1997-04-02 00:00:00.0,0
10493,1997-04-02 00:00:00.0,0
10493,1997-04-02 00:00:00.0,0
10494,1997-04-02 00:00:00.0,0
10494,1997-04-02 00:00:00.0,0
10494,1997-04-02 00:00:00.0,0
10494,1997-04-02 00:00:00.0,0
10495,1997-04-03 00:00:00.0,0
10495,1997-04-03 00:00:00.0,0
10495,1997-04-03 00:00:00.0,0
10496,1997-04-04 00:00:00.0,0
10496,1997-04-04 00:00:00.0,0
10496,1997-04-04 00:00:00.0,0
10497,1997-04-04 00:00:00.0,0
10497,1997-04-04 00:00:00.0,0
10497,1997-04-04 00:00:00.0,0
10497,1997-04-04 00:00:00.0,0
10498,1997-04-07 00:00:00.0,0
10498,1997-04-07 00:00:00.0,0
10498,1997-04-07 00:00:00.0,0
10499,1997-04-08 00:00:00.0,0
10499,1997-04-08 00:00:00.0,0
10499,1997-04-08 00:00:00.0,0
10500,1997-04-09 00:00:00.0,0
10500,1997-04-09 00:00:00.0,0
10500,1997-04-09 00:00:00.0,0
10501,1997-04-09 00:00:00.0,0
10501,1997-04-09 00:00:00.0,0
10501,1997-04-09 00:00:00.0,0
10501,1997-04-09 00:00:00.0,0
10502,1997-04-10 00:00:00.0,0
10502,1997-04-10 00:00:00.0,0
10502,1997-04-10 00:00:00.0,0
10503,1997-04-11 00:00:00.0,0
10503,1997-04-11 00:00:00.0,0
10503,1997-04-11 00:00:00.0,0
10504,1997-04-11 00:00:00.0,0
10504,1997-04-11 00:00:00.0,0
10504,1997-04-11 00:00:00.0,0
10504,1997-04-11 00:00:00.0,0
10505,1997-04-14 00:00:00.0,0
10505,1997-04-14 00:00:00.0,0
10505,1997-04-14 00:00:00.0,0
10506,1997-04-15 00:00:00.0,0
10506,1997-04-15 00:00:00.0,0
10506,1997-04-15 00:00:00.0,0
10507,1997-04-15 00:00:00.0,0
10507,1997-04-15 00:00:00.0,0
10507,1997-04-15 00:00:00.0,0
10507,1997-04-15 00:00:00.0,0
10508,1997-04-16 00:00:00.0,0
10508,1997-04-16 00:00:00.0,0
10508,1997-04-16 00:00:00.0,0
10509,1997-04-17 00:00:00.0,0
10509,1997-04-17 00:00:00.0,0
10509,1997-04-17 00:00:00.0,0
10510,1997-04-18 00:00:00.0,0
10510,1997-04-18 00:00:00.0,0
10510,1997-04-18 00:00:00.0,0
10511,1997-04-18 00:00:00.0,0
10511,1997-04-18 00:00:00.0,0
10511,1997-04-18 00:00:00.0,0
10511,1997-04-18 00:00:00.0,0
10512,1997-04-21 00:00:00.0,0
10512,1997-04-21 00:00:00.0,0
10512,1997-04-21 00:00:00.0,0
10513,1997-04-22 00:00:00.0,0
10513,1997-04-22 00:00:00.0,0
10513,1997-04-22 00:00:00.0,0
10514,1997-04-22 00:00:00.0,0
10514,1997-04-22 00:00:00.0,0
10514,1997-04-22 00:00:00.0,0
10514,1997-04-22 00:00:00.0,0
10515,1997-04-23 00:00:00.0,0
10515,1997-04-23 00:00:00.0,0
10515,1997-04-23 00:00:00.0,0
10516,1997-04-24 00:00:00.0,0
10516,1997-04-24 00:00:00.0,0
10516,1997-04-24 00:00:00.0,0
10517,1997-04-24 00:00:00.0,0
10517,1997-04-24 00:00:00.0,0
10517,1997-04-24 00:00:00.0,0
10517,1997-04-24 00:00:00.0,0
10518,1997-04-25 00:00:00.0,0
10518,1997-04-25 00:00:00.0,0
10518,1997-04-25 00:00:00.0,0
10519,1997-04-28 00:00:00.0,0
10519,1997-04-28 00:00:00.0,0
10519,1997-04-28 00:00:00.0,0
10520,1997-04-29 00:00:00.0,0
10520,1997-04-29 00:00:00.0,0
10520,1997-04-29 00:00:00.0,0
10521,1997-04-29 00:00:00.0,0
10521,1997-04-29 00:00:00.0,0
10521,1997-04-29 00:00:00.0,0
10521,1997-04-29 00:00:00.0,0
10522,1997-04-30 00:00:00.0,0
10522,1997-04-30 00:00:00.0,0
10522,1997-04-30 00:00:00.0,0
10523,1997-05-01 00:00:00.0,0
10523,1997-05-01 00:00:00.0,0
10523,1997-05-01 00:00:00.0,0
10524,1997-05-01 00:00:00.0,0
10524,1997-05-01 00:00:00.0,0
10524,1997-05-01 00:00:00.0,0
10524,1997-05-01 00:00:00.0,0
10525,1997-05-02 00:00:00.0,0
10525,1997-05-02 00:00:00.0,0
10525,1997-05-02 00:00:00.0,0
10526,1997-05-05 00:00:00.0,0
10526,1997-05-05 00:00:00.0,0
10526,1997-05-05 00:00:00.0,0
10527,1997-05-05 00:00:00.0,0
10527,1997-05-05 00:00:00.0,0
10527,1997-05-05 00:00:00.0,0
10527,1997-05-05 00:00:00.0,0
10528,1997-05-06 00:00:00.0,0
10528,1997-05-06 00:00:00.0,0
10528,1997-05-06 00:00:00.0,0
10529,1997-05-07 00:00:00.0,0
10529,1997-05-07 00:00:00.0,0
10529,1997-05-07 00:00:00.0,0
10530,1997-05-08 00:00:00.0,0
10530,1997-05-08 00:00:00.0,0
10530,1997-05-08 00:00:00.0,0
10531,1997-05-08 00:00:00.0,0
10531,1997-05-08 00:00:00.0,0
10531,1997-05-08 00:00:00.0,0
10531,1997-05-08 00:00:00.0,0
10532,1997-05-09 00:00:00.0,0
10532,1997-05-09 00:00:00.0,0
